v2_declaration	decision	v3_declaration	rationale
github.com/floegence/floret/v2/observation :: const CompactionDebugStatusRunning github.com/floegence/floret/v2/observation.CompactionDebugStatus = "running"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStatusRunning github.com/floegence/floret/v3/observation.CompactionDebugStatus = "running"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: type CompactionEvent struct	keep	github.com/floegence/floret/v3/observation :: type CompactionEvent struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.RunID string tag="json:\"run_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: field CompactionEvent.ThreadID string tag="json:\"thread_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: field CompactionEvent.TurnID string tag="json:\"turn_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: field CompactionEvent.Step int tag="json:\"step,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.Step int tag="json:\"step,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.OperationID string tag="json:\"operation_id,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.OperationID string tag="json:\"operation_id,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.RequestID string tag="json:\"request_id,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.RequestID string tag="json:\"request_id,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.Phase github.com/floegence/floret/v2/observation.CompactionPhase tag="json:\"phase\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.Phase github.com/floegence/floret/v3/observation.CompactionPhase tag="json:\"phase\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.Status github.com/floegence/floret/v2/observation.CompactionStatus tag="json:\"status\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.Status github.com/floegence/floret/v3/observation.CompactionStatus tag="json:\"status\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.Trigger string tag="json:\"trigger,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.Trigger string tag="json:\"trigger,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.Reason string tag="json:\"reason,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.Reason string tag="json:\"reason,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.Source string tag="json:\"source,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.Source string tag="json:\"source,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.TokensBefore int64 tag="json:\"tokens_before,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.TokensBefore int64 tag="json:\"tokens_before,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.TokensAfterEstimate int64 tag="json:\"tokens_after_estimate,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.TokensAfterEstimate int64 tag="json:\"tokens_after_estimate,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.BeforePressure github.com/floegence/floret/v2/config.ContextPressure tag="json:\"before_pressure,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.BeforePressure github.com/floegence/floret/v3/config.ContextPressure tag="json:\"before_pressure,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.ContextBefore github.com/floegence/floret/v2/config.ContextUsage tag="json:\"context_before,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.ContextBefore github.com/floegence/floret/v3/config.ContextUsage tag="json:\"context_before,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.ContextAfter github.com/floegence/floret/v2/config.ContextUsage tag="json:\"context_after,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.ContextAfter github.com/floegence/floret/v3/config.ContextUsage tag="json:\"context_after,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.Error string tag="json:\"error,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.Error string tag="json:\"error,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionEvent.ObservedAt time.Time tag="json:\"observed_at\""	keep	github.com/floegence/floret/v3/observation :: field CompactionEvent.ObservedAt time.Time tag="json:\"observed_at\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: method CompactionEvent.Validate func() error	keep	github.com/floegence/floret/v3/observation :: method CompactionEvent.Validate func() error	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: func CompactionEventFromEvent func(ev github.com/floegence/floret/v2/observation.Event) (github.com/floegence/floret/v2/observation.CompactionEvent, bool)	keep	github.com/floegence/floret/v3/observation :: func CompactionEventFromEvent func(ev github.com/floegence/floret/v3/observation.Event) (github.com/floegence/floret/v3/observation.CompactionEvent, bool)	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: func CompactionEventsFromEvents func(events []github.com/floegence/floret/v2/observation.Event) []github.com/floegence/floret/v2/observation.CompactionEvent	keep	github.com/floegence/floret/v3/observation :: func CompactionEventsFromEvents func(events []github.com/floegence/floret/v3/observation.Event) []github.com/floegence/floret/v3/observation.CompactionEvent	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: type CompactionPhase string	keep	github.com/floegence/floret/v3/observation :: type CompactionPhase string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: method CompactionPhase.Valid func() bool	keep	github.com/floegence/floret/v3/observation :: method CompactionPhase.Valid func() bool	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionPhaseCancelled github.com/floegence/floret/v2/observation.CompactionPhase = "cancelled"	keep	github.com/floegence/floret/v3/observation :: const CompactionPhaseCancelled github.com/floegence/floret/v3/observation.CompactionPhase = "cancelled"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionPhaseComplete github.com/floegence/floret/v2/observation.CompactionPhase = "complete"	keep	github.com/floegence/floret/v3/observation :: const CompactionPhaseComplete github.com/floegence/floret/v3/observation.CompactionPhase = "complete"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionPhaseFailed github.com/floegence/floret/v2/observation.CompactionPhase = "failed"	keep	github.com/floegence/floret/v3/observation :: const CompactionPhaseFailed github.com/floegence/floret/v3/observation.CompactionPhase = "failed"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionPhaseNoop github.com/floegence/floret/v2/observation.CompactionPhase = "noop"	keep	github.com/floegence/floret/v3/observation :: const CompactionPhaseNoop github.com/floegence/floret/v3/observation.CompactionPhase = "noop"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionPhaseStart github.com/floegence/floret/v2/observation.CompactionPhase = "start"	keep	github.com/floegence/floret/v3/observation :: const CompactionPhaseStart github.com/floegence/floret/v3/observation.CompactionPhase = "start"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: type CompactionStatus string	keep	github.com/floegence/floret/v3/observation :: type CompactionStatus string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: method CompactionStatus.Valid func() bool	keep	github.com/floegence/floret/v3/observation :: method CompactionStatus.Valid func() bool	retain the product-neutral contract under the v3 semantic import path
